"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Belize","2.4","Industries","Information and communication","J","1997","1000","Belize dollar","2008","81085115.9697137",""
"Belize","2.4","Industries","Financial and insurance activities","K","1997","1000","Belize dollar","2008","71580213.8390755",""
"Belize","2.4","Industries","Real estate activities","L","1997","1000","Belize dollar","2008","114489481.110447",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1997","1000","Belize dollar","2008","43830522.8654453",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","1997","1000","Belize dollar","2008","19260182.6864999",""
"Belize","2.4","Industries","Administrative and support service activities","N","1997","1000","Belize dollar","2008","24570340.1789454",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1997","1000","Belize dollar","2008","222913306.186323",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","1997","1000","Belize dollar","2008","116348520.972364",""
"Belize","2.4","Industries","Education","P","1997","1000","Belize dollar","2008","76596963.8917789",""
"Belize","2.4","Industries","Human health and social work activities","Q","1997","1000","Belize dollar","2008","29967821.3221803",""
"Belize","2.4","Industries","Other service activities","R+S+T","1997","1000","Belize dollar","2008","73947547.7779584",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","1997","1000","Belize dollar","2008","19303448.7759967",""
"Belize","2.4","Industries","Other service activities","S","1997","1000","Belize dollar","2008","37878576.9820929",""
"Belize","2.4","Industries","Private households with employed persons","T","1997","1000","Belize dollar","2008","16765522.0198688",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1997","1000","Belize dollar","2008","1503055305.69979",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1997","1000","Belize dollar","2008","187567799.144588",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1997","1000","Belize dollar","2008","1690623104.84438",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","1997","1000","Belize dollar","2008","50448518.1870072",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","1998","1000","Belize dollar","2008","197730303.765899",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","1998","1000","Belize dollar","2008","147014859.985034",""
"Belize","2.4","Industries","Forestry and logging","02","1998","1000","Belize dollar","2008","15916782.3801083",""
"Belize","2.4","Industries","Fishing and aquaculture","03","1998","1000","Belize dollar","2008","34798661.4007565",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1998","1000","Belize dollar","2008","240590997.253842",""
"Belize","2.4","Industries","Mining and quarrying","B","1998","1000","Belize dollar","2008","14674006.3469485",""
"Belize","2.4","Industries","Manufacturing","C","1998","1000","Belize dollar","2008","175357119.885464",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","1998","1000","Belize dollar","2008","42662963.6511321",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","1998","1000","Belize dollar","2008","7896907.37029808",""
"Belize","2.4","Industries","Construction","F","1998","1000","Belize dollar","2008","80397062.320122",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1998","1000","Belize dollar","2008","411842102.2863",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","1998","1000","Belize dollar","2008","282258741.647656",""
"Belize","2.4","Industries","Transportation and storage","H","1998","1000","Belize dollar","2008","58506008.5718846",""
"Belize","2.4","Industries","Accommodation and food service activities","I","1998","1000","Belize dollar","2008","71077352.0667586",""
"Belize","2.4","Industries","Information and communication","J","1998","1000","Belize dollar","2008","85529639.8337134",""
"Belize","2.4","Industries","Financial and insurance activities","K","1998","1000","Belize dollar","2008","84686539.4570991",""
"Belize","2.4","Industries","Real estate activities","L","1998","1000","Belize dollar","2008","119135590.43299",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1998","1000","Belize dollar","2008","47058573.5217693",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","1998","1000","Belize dollar","2008","16459274.8042219",""
"Belize","2.4","Industries","Administrative and support service activities","N","1998","1000","Belize dollar","2008","30599298.7175475",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1998","1000","Belize dollar","2008","236671181.471094",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","1998","1000","Belize dollar","2008","123788080.038467",""
"Belize","2.4","Industries","Education","P","1998","1000","Belize dollar","2008","81949096.4437329",""
"Belize","2.4","Industries","Human health and social work activities","Q","1998","1000","Belize dollar","2008","30934004.9888947",""
"Belize","2.4","Industries","Other service activities","R+S+T","1998","1000","Belize dollar","2008","74428822.8453443",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","1998","1000","Belize dollar","2008","21796084.4603428",""
"Belize","2.4","Industries","Other service activities","S","1998","1000","Belize dollar","2008","35910192.9729741",""
"Belize","2.4","Industries","Private households with employed persons","T","1998","1000","Belize dollar","2008","16722545.4120274",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1998","1000","Belize dollar","2008","1578070813.18817",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1998","1000","Belize dollar","2008","205074984.997864",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1998","1000","Belize dollar","2008","1783145798.18604",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","1998","1000","Belize dollar","2008","59632965.18514",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","1999","1000","Belize dollar","2008","221212447.143717",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","1999","1000","Belize dollar","2008","157245318.555814",""
"Belize","2.4","Industries","Forestry and logging","02","1999","1000","Belize dollar","2008","18842794.4032447",""
"Belize","2.4","Industries","Fishing and aquaculture","03","1999","1000","Belize dollar","2008","45124334.1846583",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","1999","1000","Belize dollar","2008","240629198.674931",""
"Belize","2.4","Industries","Mining and quarrying","B","1999","1000","Belize dollar","2008","15821825.7910665",""
"Belize","2.4","Industries","Manufacturing","C","1999","1000","Belize dollar","2008","180139044.108829",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","1999","1000","Belize dollar","2008","36346439.9691881",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","1999","1000","Belize dollar","2008","8321888.80584681",""
"Belize","2.4","Industries","Construction","F","1999","1000","Belize dollar","2008","94060349.5706851",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","1999","1000","Belize dollar","2008","460441450.726277",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","1999","1000","Belize dollar","2008","313693178.881864",""
"Belize","2.4","Industries","Transportation and storage","H","1999","1000","Belize dollar","2008","68208402.6423485",""
"Belize","2.4","Industries","Accommodation and food service activities","I","1999","1000","Belize dollar","2008","78539869.2020646",""
"Belize","2.4","Industries","Information and communication","J","1999","1000","Belize dollar","2008","90766114.3511903",""
"Belize","2.4","Industries","Financial and insurance activities","K","1999","1000","Belize dollar","2008","106004703.822797",""
"Belize","2.4","Industries","Real estate activities","L","1999","1000","Belize dollar","2008","124364944.71279",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","1999","1000","Belize dollar","2008","51048222.3148991",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","1999","1000","Belize dollar","2008","20469940.5964174",""
"Belize","2.4","Industries","Administrative and support service activities","N","1999","1000","Belize dollar","2008","30578281.7184817",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","1999","1000","Belize dollar","2008","245393839.541061",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","1999","1000","Belize dollar","2008","128203351.385424",""
"Belize","2.4","Industries","Education","P","1999","1000","Belize dollar","2008","85086833.8633015",""
"Belize","2.4","Industries","Human health and social work activities","Q","1999","1000","Belize dollar","2008","32103654.2923353",""
"Belize","2.4","Industries","Other service activities","R+S+T","1999","1000","Belize dollar","2008","75792321.3307231",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","1999","1000","Belize dollar","2008","22665650.2705949",""
"Belize","2.4","Industries","Other service activities","S","1999","1000","Belize dollar","2008","36508100.1045814",""
"Belize","2.4","Industries","Private households with employed persons","T","1999","1000","Belize dollar","2008","16618570.9555467",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1999","1000","Belize dollar","2008","1709713592.18907",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","1999","1000","Belize dollar","2008","190124877.967114",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","1999","1000","Belize dollar","2008","1899838470.15619",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","1999","1000","Belize dollar","2008","68039743.7737225",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2000","1000","Belize dollar","2008","242264510.025285",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2000","1000","Belize dollar","2008","172572224.690648",""
"Belize","2.4","Industries","Forestry and logging","02","2000","1000","Belize dollar","2008","13637739.3530906",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2000","1000","Belize dollar","2008","56054545.9815456",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2000","1000","Belize dollar","2008","292092435.699825",""
"Belize","2.4","Industries","Mining and quarrying","B","2000","1000","Belize dollar","2008","19895153.0817381",""
"Belize","2.4","Industries","Manufacturing","C","2000","1000","Belize dollar","2008","215288845.335356",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2000","1000","Belize dollar","2008","46834715.766113",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2000","1000","Belize dollar","2008","10073721.5166187",""
"Belize","2.4","Industries","Construction","F","2000","1000","Belize dollar","2008","135705170.792961",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2000","1000","Belize dollar","2008","524279592.407471",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2000","1000","Belize dollar","2008","361394882.867236",""
"Belize","2.4","Industries","Transportation and storage","H","2000","1000","Belize dollar","2008","74029593.7514721",""
"Belize","2.4","Industries","Accommodation and food service activities","I","2000","1000","Belize dollar","2008","88855115.7887625",""
"Belize","2.4","Industries","Information and communication","J","2000","1000","Belize dollar","2008","102506018.228261",""
"Belize","2.4","Industries","Financial and insurance activities","K","2000","1000","Belize dollar","2008","131270019.080995",""
"Belize","2.4","Industries","Real estate activities","L","2000","1000","Belize dollar","2008","131427488.329028",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2000","1000","Belize dollar","2008","53344869.2017676",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","2000","1000","Belize dollar","2008","17755186.5760637",""
"Belize","2.4","Industries","Administrative and support service activities","N","2000","1000","Belize dollar","2008","35589682.6257039",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2000","1000","Belize dollar","2008","261773085.218897",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","2000","1000","Belize dollar","2008","138925760.170376",""
"Belize","2.4","Industries","Education","P","2000","1000","Belize dollar","2008","88993232.6738357",""
"Belize","2.4","Industries","Human health and social work activities","Q","2000","1000","Belize dollar","2008","33854092.3746847",""
"Belize","2.4","Industries","Other service activities","R+S+T","2000","1000","Belize dollar","2008","78911466.0320449",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","2000","1000","Belize dollar","2008","24118306.4189812",""
"Belize","2.4","Industries","Other service activities","S","2000","1000","Belize dollar","2008","37970445.4204591",""
"Belize","2.4","Industries","Private households with employed persons","T","2000","1000","Belize dollar","2008","16822714.1926046",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2000","1000","Belize dollar","2008","1953574655.01654",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2000","1000","Belize dollar","2008","211353373.740726",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2000","1000","Belize dollar","2008","2164928028.75726",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","2000","1000","Belize dollar","2008","63487997.6006032",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2001","1000","Belize dollar","2008","222892551.807203",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2001","1000","Belize dollar","2008","153642098.030078",""
"Belize","2.4","Industries","Forestry and logging","02","2001","1000","Belize dollar","2008","16106126.5399836",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2001","1000","Belize dollar","2008","53144327.2371418",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2001","1000","Belize dollar","2008","291191869.055135",""
"Belize","2.4","Industries","Mining and quarrying","B","2001","1000","Belize dollar","2008","20589598.8604454",""
"Belize","2.4","Industries","Manufacturing","C","2001","1000","Belize dollar","2008","211303011.573375",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2001","1000","Belize dollar","2008","49974111.4297469",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2001","1000","Belize dollar","2008","9325147.19156815",""
"Belize","2.4","Industries","Construction","F","2001","1000","Belize dollar","2008","132605054.815376",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2001","1000","Belize dollar","2008","562189663.810487",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2001","1000","Belize dollar","2008","382470167.531861",""
"Belize","2.4","Industries","Transportation and storage","H","2001","1000","Belize dollar","2008","79949795.0182337",""
"Belize","2.4","Industries","Accommodation and food service activities","I","2001","1000","Belize dollar","2008","99769701.2603928",""
"Belize","2.4","Industries","Information and communication","J","2001","1000","Belize dollar","2008","125053387.043925",""
"Belize","2.4","Industries","Financial and insurance activities","K","2001","1000","Belize dollar","2008","139656106.27494",""
"Belize","2.4","Industries","Real estate activities","L","2001","1000","Belize dollar","2008","134381030.267485",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2001","1000","Belize dollar","2008","56309483.6712324",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","2001","1000","Belize dollar","2008","23711677.323007",""
"Belize","2.4","Industries","Administrative and support service activities","N","2001","1000","Belize dollar","2008","32597806.3482254",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2001","1000","Belize dollar","2008","272598657.109186",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","2001","1000","Belize dollar","2008","145685431.348584",""
"Belize","2.4","Industries","Education","P","2001","1000","Belize dollar","2008","92173080.7294619",""
"Belize","2.4","Industries","Human health and social work activities","Q","2001","1000","Belize dollar","2008","34740145.0311395",""
"Belize","2.4","Industries","Other service activities","R+S+T","2001","1000","Belize dollar","2008","81588324.3978133",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","2001","1000","Belize dollar","2008","24343857.7721999",""
"Belize","2.4","Industries","Other service activities","S","2001","1000","Belize dollar","2008","40132470.7818913",""
"Belize","2.4","Industries","Private households with employed persons","T","2001","1000","Belize dollar","2008","17111995.8437222",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2001","1000","Belize dollar","2008","2018466128.25278",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2001","1000","Belize dollar","2008","240064551.420275",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2001","1000","Belize dollar","2008","2258530679.67306",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","2001","1000","Belize dollar","2008","100495678.881679",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2002","1000","Belize dollar","2008","228332667.256296",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2002","1000","Belize dollar","2008","153234397.590249",""
"Belize","2.4","Industries","Forestry and logging","02","2002","1000","Belize dollar","2008","19049703.0088525",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2002","1000","Belize dollar","2008","56048566.6571941",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2002","1000","Belize dollar","2008","293001537.750813",""
"Belize","2.4","Industries","Mining and quarrying","B","2002","1000","Belize dollar","2008","19500618.4530553",""
"Belize","2.4","Industries","Manufacturing","C","2002","1000","Belize dollar","2008","213380393.84527",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2002","1000","Belize dollar","2008","48677205.7251871",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2002","1000","Belize dollar","2008","11443319.7273007",""
"Belize","2.4","Industries","Construction","F","2002","1000","Belize dollar","2008","136702905.10844",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2002","1000","Belize dollar","2008","593661119.212409",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2002","1000","Belize dollar","2008","397333386.595386",""
"Belize","2.4","Industries","Transportation and storage","H","2002","1000","Belize dollar","2008","95997992.3728173",""
"Belize","2.4","Industries","Accommodation and food service activities","I","2002","1000","Belize dollar","2008","100329740.244206",""
"Belize","2.4","Industries","Information and communication","J","2002","1000","Belize dollar","2008","144413687.495783",""
"Belize","2.4","Industries","Financial and insurance activities","K","2002","1000","Belize dollar","2008","167402957.177855",""
"Belize","2.4","Industries","Real estate activities","L","2002","1000","Belize dollar","2008","137493727.449682",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2002","1000","Belize dollar","2008","61994214.4889261",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","2002","1000","Belize dollar","2008","29163783.6872776",""
"Belize","2.4","Industries","Administrative and support service activities","N","2002","1000","Belize dollar","2008","32830430.8016485",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2002","1000","Belize dollar","2008","284673471.755555",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","2002","1000","Belize dollar","2008","156170248.837327",""
"Belize","2.4","Industries","Education","P","2002","1000","Belize dollar","2008","92482573.1858922",""
"Belize","2.4","Industries","Human health and social work activities","Q","2002","1000","Belize dollar","2008","36020649.7323361",""
"Belize","2.4","Industries","Other service activities","R+S+T","2002","1000","Belize dollar","2008","82639946.6006092",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","2002","1000","Belize dollar","2008","24794063.2975682",""
"Belize","2.4","Industries","Other service activities","S","2002","1000","Belize dollar","2008","41704144.4739681",""
"Belize","2.4","Industries","Private households with employed persons","T","2002","1000","Belize dollar","2008","16141738.8290728",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","1000","Belize dollar","2008","2130316234.29637",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","1000","Belize dollar","2008","267168489.464131",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2002","1000","Belize dollar","2008","2397484723.7605",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","2002","1000","Belize dollar","2008","134237283.104479",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2003","1000","Belize dollar","2008","273712487.545897",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2003","1000","Belize dollar","2008","167937806.199043",""
"Belize","2.4","Industries","Forestry and logging","02","2003","1000","Belize dollar","2008","18564760.7953904",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2003","1000","Belize dollar","2008","87209920.5514637",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2003","1000","Belize dollar","2008","285006569.638861",""
"Belize","2.4","Industries","Mining and quarrying","B","2003","1000","Belize dollar","2008","19748746.4980282",""
"Belize","2.4","Industries","Manufacturing","C","2003","1000","Belize dollar","2008","211117272.589742",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2003","1000","Belize dollar","2008","42657467.2259482",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2003","1000","Belize dollar","2008","11483083.3251423",""
"Belize","2.4","Industries","Construction","F","2003","1000","Belize dollar","2008","109840411.882423",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2003","1000","Belize dollar","2008","620887320.029327",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2003","1000","Belize dollar","2008","400505482.186056",""
"Belize","2.4","Industries","Transportation and storage","H","2003","1000","Belize dollar","2008","97696261.4046504",""
"Belize","2.4","Industries","Accommodation and food service activities","I","2003","1000","Belize dollar","2008","122685576.438621",""
"Belize","2.4","Industries","Information and communication","J","2003","1000","Belize dollar","2008","150848384.858381",""
"Belize","2.4","Industries","Financial and insurance activities","K","2003","1000","Belize dollar","2008","206859144.252538",""
"Belize","2.4","Industries","Real estate activities","L","2003","1000","Belize dollar","2008","143239440.153808",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2003","1000","Belize dollar","2008","66025589.2700913",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","2003","1000","Belize dollar","2008","28301913.3135139",""
"Belize","2.4","Industries","Administrative and support service activities","N","2003","1000","Belize dollar","2008","37723675.9565774",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2003","1000","Belize dollar","2008","317252399.655997",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","2003","1000","Belize dollar","2008","171021219.485695",""
"Belize","2.4","Industries","Education","P","2003","1000","Belize dollar","2008","109377495.708168",""
"Belize","2.4","Industries","Human health and social work activities","Q","2003","1000","Belize dollar","2008","36853684.4621337",""
"Belize","2.4","Industries","Other service activities","R+S+T","2003","1000","Belize dollar","2008","85027390.3193265",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","2003","1000","Belize dollar","2008","26893945.3228306",""
"Belize","2.4","Industries","Other service activities","S","2003","1000","Belize dollar","2008","41882363.0652677",""
"Belize","2.4","Industries","Private households with employed persons","T","2003","1000","Belize dollar","2008","16251081.9312282",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","1000","Belize dollar","2008","2258699137.60665",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","1000","Belize dollar","2008","276004035.789723",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","1000","Belize dollar","2008","2534703173.39637",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","2003","1000","Belize dollar","2008","164544193.425789",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2004","1000","Belize dollar","2008","289704429.073231",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2004","1000","Belize dollar","2008","187139259.429977",""
"Belize","2.4","Industries","Forestry and logging","02","2004","1000","Belize dollar","2008","19536547.1441536",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2004","1000","Belize dollar","2008","83028622.4991003",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2004","1000","Belize dollar","2008","303144720.952048",""
"Belize","2.4","Industries","Mining and quarrying","B","2004","1000","Belize dollar","2008","21096253.9713098",""
"Belize","2.4","Industries","Manufacturing","C","2004","1000","Belize dollar","2008","223716300.227555",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2004","1000","Belize dollar","2008","44243857.2221279",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2004","1000","Belize dollar","2008","14088309.5310557",""
"Belize","2.4","Industries","Construction","F","2004","1000","Belize dollar","2008","121410075.054457",""
"Belize","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2004","1000","Belize dollar","2008","654760621.690071",""
"Belize","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2004","1000","Belize dollar","2008","398824989.084609",""
"Belize","2.4","Industries","Transportation and storage","H","2004","1000","Belize dollar","2008","111629196.459676",""
"Belize","2.4","Industries","Accommodation and food service activities","I","2004","1000","Belize dollar","2008","144306436.145787",""
"Belize","2.4","Industries","Information and communication","J","2004","1000","Belize dollar","2008","161880455.707904",""
"Belize","2.4","Industries","Financial and insurance activities","K","2004","1000","Belize dollar","2008","219221121.430258",""
"Belize","2.4","Industries","Real estate activities","L","2004","1000","Belize dollar","2008","154869643.654716",""
"Belize","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2004","1000","Belize dollar","2008","76163874.9450984",""
"Belize","2.4","Industries","Professional, scientific and technical activities","M","2004","1000","Belize dollar","2008","31807340.7550295",""
"Belize","2.4","Industries","Administrative and support service activities","N","2004","1000","Belize dollar","2008","44356534.1900689",""
"Belize","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2004","1000","Belize dollar","2008","347466310.574938",""
"Belize","2.4","Industries","Public administration and defence; compulsory social security","O","2004","1000","Belize dollar","2008","178321042.339396",""
"Belize","2.4","Industries","Education","P","2004","1000","Belize dollar","2008","130685991.748953",""
"Belize","2.4","Industries","Human health and social work activities","Q","2004","1000","Belize dollar","2008","38459276.4865884",""
"Belize","2.4","Industries","Other service activities","R+S+T","2004","1000","Belize dollar","2008","91354714.1162774",""
"Belize","2.4","Industries","Arts, entertainment and recreation","R","2004","1000","Belize dollar","2008","29965800.2745095",""
"Belize","2.4","Industries","Other service activities","S","2004","1000","Belize dollar","2008","44153716.0636552",""
"Belize","2.4","Industries","Private households with employed persons","T","2004","1000","Belize dollar","2008","17235197.7781128",""
"Belize","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","1000","Belize dollar","2008","2419975967.199",""
"Belize","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","1000","Belize dollar","2008","292823489.375683",""
"Belize","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","1000","Belize dollar","2008","2712799456.57468",""
"Belize","2.4","Industries","Memorandum Item: FISIM, if distributed to uses","P.119","2004","1000","Belize dollar","2008","170496138.204425",""
"Belize","2.4","Industries","Agriculture, forestry and fishing","A","2005","1000","Belize dollar","2008","287174115.846036",""
"Belize","2.4","Industries","Crop and animal production, hunting and related service activities","01","2005","1000","Belize dollar","2008","189020618.808092",""
"Belize","2.4","Industries","Forestry and logging","02","2005","1000","Belize dollar","2008","23513336.4355013",""
"Belize","2.4","Industries","Fishing and aquaculture","03","2005","1000","Belize dollar","2008","74640160.6024419",""
"Belize","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2005","1000","Belize dollar","2008","314003005.055188",""
"Belize","2.4","Industries","Mining and quarrying","B","2005","1000","Belize dollar","2008","20191371.9825236",""
"Belize","2.4","Industries","Manufacturing","C","2005","1000","Belize dollar","2008","230841121.657721",""
"Belize","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2005","1000","Belize dollar","2008","47928893.0031024",""
"Belize","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2005","1000","Belize dollar","2008","15041618.4118416",""
"Belize","2.4","Industries","Construction","F","2005","1000","Belize dollar","2008","121398199.194465",""
